Found INA260 chip
Voltage = 6.66
shot, time (s), fps, rpm
1, 8.5,  74.1
2, 11.5,  81.0
3, 13.8,  78.7
4, 16.1,  77.5
5, 18.1,  79.7
6, 20.0,  80.5
7, 22.0,  91.7
8, 23.8,  81.6
9, 25.7,  82.1
10, 27.5,  77.7
