Zippy 1000mAh 40C 2S
Found INA260 chip
time (ms), rpm, mA, V
2666, 20053, 676.25, 8.32,
2677, 20053, 656.25, 8.32,
2688, 20053, 671.25, 8.32,
2699, 20188, 681.25, 8.32,
2710, 20026, 678.75, 8.32,
2722, 20107, 683.75, 8.32,
2734, 19920, 661.25, 8.32,
2746, 20107, 673.75, 8.32,
2758, 20134, 661.25, 8.32,
2769, 20161, 672.50, 8.32,
2780, 20188, 655.00, 8.32,
2791, 20161, 666.25, 8.32,
2802, 20188, 661.25, 8.32,
2813, 20161, 670.00, 8.32,
2824, 20161, 673.75, 8.32,
2836, 20215, 648.75, 8.32,
2847, 20188, 665.00, 8.32,
2860, 20215, 655.00, 8.32,
2872, 20215, 660.00, 8.32,
2884, 20242, 663.75, 8.32,
2895, 20242, 658.75, 8.32,
2906, 20270, 660.00, 8.32,
2917, 20270, 661.25, 8.32,
2928, 20325, 661.25, 8.32,
2939, 20297, 667.50, 8.32,
2950, 20297, 660.00, 8.32,
2961, 20297, 673.75, 8.32,
2973, 20297, 653.75, 8.32,
2985, 20325, 657.50, 8.32,
2996, 20325, 652.50, 8.32,
3007, 20325, 645.00, 8.32,
3018, 20352, 652.50, 8.32,
3030, 20352, 655.00, 8.32,
3041, 20352, 657.50, 8.32,
3052, 20352, 663.75, 8.32,
3063, 20352, 645.00, 8.32,
3074, 20380, 627.50, 8.32,
3085, 20380, 667.50, 8.32,
3096, 20380, 658.75, 8.32,
3107, 20380, 648.75, 8.32,
3118, 20380, 657.50, 8.32,
3129, 20408, 655.00, 8.32,
3141, 20408, 640.00, 8.32,
3152, 20408, 626.25, 8.32,
3163, 20435, 650.00, 8.32,
3174, 20435, 656.25, 8.32,
3185, 20435, 650.00, 8.32,
3196, 20408, 643.75, 8.32,
3207, 20435, 663.75, 8.32,
3218, 20435, 651.25, 8.32,
3230, 20435, 658.75, 8.32,
3243, 20435, 648.75, 8.32,
3254, 20408, 641.25, 8.32,
3266, 20435, 641.25, 8.32,
3278, 20463, 622.50, 8.32,
3290, 20435, 656.25, 8.32,
3302, 20491, 648.75, 8.32,
3313, 20491, 648.75, 8.32,
3325, 20491, 647.50, 8.32,
3336, 20491, 656.25, 8.32,
3347, 20519, 660.00, 8.32,
3358, 20463, 637.50, 8.32,
3369, 20491, 643.75, 8.32,
