Adafruit INA260 Test
Found INA260 chip
Voltage = 8.29
shot, time (s), fps, rpm
1, 10.4,  100.4
2, 12.4,  95.3
3, 14.4,  104.7
4, 16.2,  107.0
5, 18.1,  96.5
6, 19.9,  105.6
7, 21.7,  107.6
8, 23.5,  104.3
9, 25.4,  105.5
10, 30.5,  96.5
