Voltage = 8.24
shot, time (s), fps, rpm
1, 6.4,  104.2
2, 8.9,  91.4
3, 11.2,  99.1
4, 13.3,  108.0
5, 15.2,  107.8
6, 17.0,  115.1
7, 18.8,  106.4
8, 20.4,  107.8
9, 22.2,  102.5
10, 24.0,  110.8
