Adafruit INA260 Test,,,,,,,,,,,,,,,,,,,
Found INA260 chip,,,,,,,,,,,,,,,,,,,
time (ms),time(s), rpm, mA, mA max,,,,,,,,,,,,,,,
2760,1.464,15166,572.5,2666.25,,,,,,,,,,,,,,,
2771,1.475,15228,541.25,2666.25,,,,,,,,,,,,,,,
2782,1.486,15212,600,2666.25,,,,,,,,,,,,,,,
2793,1.497,15259,565,2666.25,,,,,,,,,,,,,,,
2804,1.508,15290,510,2666.25,,,,,,,,,,,,,,,
2816,1.52,15290,572.5,2666.25,,,,,,,,,,,,,,,
2827,1.531,15353,586.25,2666.25,,,,,,,,,,,,,,,
2838,1.542,15337,521.25,2666.25,,,,,,,,,,,,,,,
2849,1.553,15337,532.5,2666.25,,,,,,,,,,,,,,,
2860,1.564,15400,583.75,2666.25,,,,,,,,,,,,,,,
2871,1.575,15353,580,2666.25,,,,,,,,,,,,,,,
2882,1.586,15432,538.75,2666.25,,,,,,,,,,,,,,,
2893,1.597,15447,522.5,2666.25,,,,,,,,,,,,,,,
2904,1.608,15463,521.25,2666.25,,,,,,,,,,,,,,,
2915,1.619,15511,530,2666.25,,,,,,,,,,,,,,,
2926,1.63,15479,580,2666.25,,,,,,,,,,,,,,,
2937,1.641,15544,583.75,2666.25,,,,,,,,,,,,,,,
2948,1.652,15479,482.5,2666.25,,,,,,,,,,,,,,,
2959,1.663,15592,538.75,2666.25,,,,,,,,,,,,,,,
2970,1.674,15560,561.25,2666.25,,,,,,,,,,,,,,,
2981,1.685,15608,495,2666.25,,,,,,,,,,,,,,,
2992,1.696,15657,491.25,2666.25,,,,,,,,,,,,,,,
3003,1.707,15641,502.5,2666.25,,,,,,,,,,,,,,,
3014,1.718,15706,516.25,2666.25,,,,,,,,,,,,,,,
3025,1.729,15673,561.25,2666.25,,,,,,,,,,,,,,,
3036,1.74,15723,512.5,2666.25,,,,,,,,,,,,,,,
3047,1.751,15706,526.25,2666.25,,,,,,,,,,,,,,,
3058,1.762,15756,521.25,2666.25,,,,,,,,,,,,,,,
3069,1.773,15723,552.5,2666.25,,,,,,,,,,,,,,,
3080,1.784,15723,486.25,2666.25,,,,,,,,,,,,,,,
3091,1.795,15822,496.25,2666.25,,,,,,,,,,,,,,,
3102,1.806,15756,506.25,2666.25,,,,,,,,,,,,,,,
3113,1.817,15822,503.75,2666.25,,,,,,,,,,,,,,,
3124,1.828,15822,523.75,2666.25,,,,,,,,,,,,,,,
3135,1.839,15839,531.25,2666.25,,,,,,,,,,,,,,,
3146,1.85,15806,465,2666.25,,,,,,,,,,,,,,,
3158,1.862,15789,477.5,2666.25,,,,,,,,,,,,,,,
3169,1.873,15906,505,2666.25,,,,,,,,,,,,,,,
3180,1.884,15889,428.75,2666.25,,,,,,,,,,,,,,,
3191,1.895,15940,526.25,2666.25,,,,,,,,,,,,,,,
3202,1.906,15889,518.75,2666.25,,,,,,,,,,,,,,,
3213,1.917,15957,501.25,2666.25,,,,,,,,,,,,,,,
3224,1.928,15923,527.5,2666.25,,,,,,,,,,,,,,,
3235,1.939,15974,472.5,2666.25,,,,,,,,,,,,,,,
3246,1.95,15991,485,2666.25,,,,,,,,,,,,,,,
3257,1.961,15991,533.75,2666.25,,,,,,,,,,,,,,,
3268,1.972,15991,527.5,2666.25,,,,,,,,,,,,,,,
3279,1.983,15957,512.5,2666.25,,,,,,,,,,,,,,,
3290,1.994,15991,478.75,2666.25,,,,,,,,,,,,,,,
3301,2.005,15991,430,2666.25,,,,,,,,,,,,,,,
3312,2.016,16008,478.75,2666.25,,,,,,,,,,,,,,,
3323,2.027,16077,475,2666.25,,,,,,,,,,,,,,,
3334,2.038,16025,452.5,2666.25,,,,,,,,,,,,,,,
3345,2.049,16077,523.75,2666.25,,,,,,,,,,,,,,,
3356,2.06,16042,510,2666.25,,,,,,,,,,,,,,,
3367,2.071,16094,453.75,2666.25,,,,,,,,,,,,,,,
3378,2.082,16042,503.75,2666.25,,,,,,,,,,,,,,,
3389,2.093,16129,493.75,2666.25,,,,,,,,,,,,,,,
3400,2.104,16094,428.75,2666.25,,,,,,,,,,,,,,,
3411,2.115,16129,468.75,2666.25,,,,,,,,,,,,,,,
3422,2.126,16129,541.25,2666.25,,,,,,,,,,,,,,,
3433,2.137,16111,517.5,2666.25,,,,,,,,,,,,,,,
3444,2.148,16146,477.5,2666.25,,,,,,,,,,,,,,,
3456,2.16,16111,453.75,2666.25,,,,,,,,,,,,,,,
3467,2.171,16129,403.75,2666.25,,,,,,,,,,,,,,,
3478,2.182,16181,513.75,2666.25,,,,,,,,,,,,,,,
3489,2.193,16146,515,2666.25,,,,,,,,,,,,,,,
3500,2.204,16146,486.25,2666.25,,,,,,,,,,,,,,,
3511,2.215,16163,507.5,2666.25,,,,,,,,,,,,,,,
3522,2.226,16094,475,2666.25,,,,,,,,,,,,,,,
3533,2.237,16216,428.75,2666.25,,,,,,,,,,,,,,,
3544,2.248,16181,526.25,2666.25,,,,,,,,,,,,,,,
3555,2.259,16216,522.5,2666.25,,,,,,,,,,,,,,,
3566,2.27,16181,516.25,2666.25,,,,,,,,,,,,,,,
3577,2.281,16251,492.5,2666.25,,,,,,,,,,,,,,,
3588,2.292,16163,493.75,2666.25,,,,,,,,,,,,,,,
3599,2.303,16163,520,2666.25,,,,,,,,,,,,,,,
3610,2.314,16251,450,2666.25,,,,,,,,,,,,,,,
3621,2.325,16216,481.25,2666.25,,,,,,,,,,,,,,,
3632,2.336,16198,492.5,2666.25,,,,,,,,,,,,,,,
3643,2.347,16233,417.5,2666.25,,,,,,,,,,,,,,,
3654,2.358,16251,432.5,2666.25,,,,,,,,,,,,,,,
3665,2.369,16198,506.25,2666.25,,,,,,,,,,,,,,,
3676,2.38,16268,475,2666.25,,,,,,,,,,,,,,,
3687,2.391,16251,425,2666.25,,,,,,,,,,,,,,,
3698,2.402,16268,500,2666.25,,,,,,,,,,,,,,,
3709,2.413,16268,420,2666.25,,,,,,,,,,,,,,,
3720,2.424,16216,448.75,2666.25,,,,,,,,,,,,,,,
3731,2.435,16268,425,2666.25,,,,,,,,,,,,,,,
3742,2.446,16286,498.75,2666.25,,,,,,,,,,,,,,,
3753,2.457,16304,492.5,2666.25,,,,,,,,,,,,,,,
3764,2.468,16304,478.75,2666.25,,,,,,,,,,,,,,,
3775,2.479,16304,437.5,2666.25,,,,,,,,,,,,,,,
3786,2.49,16322,466.25,2666.25,,,,,,,,,,,,,,,
3798,2.502,16304,500,2666.25,,,,,,,,,,,,,,,
3809,2.513,16322,443.75,2666.25,,,,,,,,,,,,,,,
3820,2.524,16251,496.25,2666.25,,,,,,,,,,,,,,,
3831,2.535,16339,511.25,2666.25,,,,,,,,,,,,,,,
3842,2.546,16322,448.75,2666.25,,,,,,,,,,,,,,,
3853,2.557,16322,451.25,2666.25,,,,,,,,,,,,,,,
3864,2.568,16375,451.25,2666.25,,,,,,,,,,,,,,,
3875,2.579,16339,476.25,2666.25,,,,,,,,,,,,,,,
3886,2.59,16339,497.5,2666.25,,,,,,,,,,,,,,,
3897,2.601,16357,473.75,2666.25,,,,,,,,,,,,,,,
3908,2.612,16322,406.25,2666.25,,,,,,,,,,,,,,,
3919,2.623,16357,486.25,2666.25,,,,,,,,,,,,,,,
3930,2.634,16357,466.25,2666.25,,,,,,,,,,,,,,,
3941,2.645,16393,428.75,2666.25,,,,,,,,,,,,,,,
3952,2.656,16375,443.75,2666.25,,,,,,,,,,,,,,,
3963,2.667,16339,435,2666.25,,,,,,,,,,,,,,,
3974,2.678,16393,463.75,2666.25,,,,,,,,,,,,,,,
3985,2.689,16268,420,2666.25,,,,,,,,,,,,,,,
3996,2.7,16375,493.75,2666.25,,,,,,,,,,,,,,,
4007,2.711,16393,507.5,2666.25,,,,,,,,,,,,,,,
4018,2.722,16393,492.5,2666.25,,,,,,,,,,,,,,,
4029,2.733,16411,467.5,2666.25,,,,,,,,,,,,,,,
4040,2.744,16447,371.25,2666.25,,,,,,,,,,,,,,,
4051,2.755,16375,508.75,2666.25,,,,,,,,,,,,,,,
4062,2.766,16429,455,2666.25,,,,,,,,,,,,,,,
4073,2.777,16429,466.25,2666.25,,,,,,,,,,,,,,,
4084,2.788,16429,448.75,2666.25,,,,,,,,,,,,,,,
4096,2.8,16429,421.25,2666.25,,,,,,,,,,,,,,,
4107,2.811,16393,443.75,2666.25,,,,,,,,,,,,,,,
4118,2.822,16447,453.75,2666.25,,,,,,,,,,,,,,,
4129,2.833,16447,475,2666.25,,,,,,,,,,,,,,,
4140,2.844,16429,467.5,2666.25,,,,,,,,,,,,,,,
4151,2.855,16429,417.5,2666.25,,,,,,,,,,,,,,,
4162,2.866,16501,472.5,2666.25,,,,,,,,,,,,,,,
4173,2.877,16447,496.25,2666.25,,,,,,,,,,,,,,,
4184,2.888,16429,506.25,2666.25,,,,,,,,,,,,,,,
4195,2.899,16465,491.25,2666.25,,,,,,,,,,,,,,,
4206,2.91,16483,477.5,2666.25,,,,,,,,,,,,,,,
4217,2.921,16501,456.25,2666.25,,,,,,,,,,,,,,,
4228,2.932,16483,505,2666.25,,,,,,,,,,,,,,,
4239,2.943,16447,500,2666.25,,,,,,,,,,,,,,,
4250,2.954,16447,413.75,2666.25,,,,,,,,,,,,,,,
4261,2.965,16465,450,2666.25,,,,,,,,,,,,,,,
4272,2.976,16447,456.25,2666.25,,,,,,,,,,,,,,,
4283,2.987,16501,481.25,2666.25,,,,,,,,,,,,,,,
4294,2.998,16483,482.5,2666.25,,,,,,,,,,,,,,,
4305,3.009,16483,408.75,2666.25,,,,,,,,,,,,,,,
4316,3.02,16322,472.5,2666.25,,,,,,,,,,,,,,,
4327,3.031,16519,447.5,2666.25,,,,,,,,,,,,,,,
4338,3.042,16447,451.25,2666.25,,,,,,,,,,,,,,,
4349,3.053,16519,478.75,2666.25,,,,,,,,,,,,,,,
4360,3.064,16393,467.5,2666.25,,,,,,,,,,,,,,,
4371,3.075,16483,462.5,2666.25,,,,,,,,,,,,,,,
4382,3.086,16501,435,2666.25,,,,,,,,,,,,,,,
4393,3.097,16519,441.25,2666.25,,,,,,,,,,,,,,,
4404,3.108,16483,465,2666.25,,,,,,,,,,,,,,,
4415,3.119,16447,490,2666.25,,,,,,,,,,,,,,,
4426,3.13,16501,460,2666.25,,,,,,,,,,,,,,,
4438,3.142,16483,428.75,2666.25,,,,,,,,,,,,,,,
4449,3.153,16483,487.5,2666.25,,,,,,,,,,,,,,,
4460,3.164,16519,462.5,2666.25,,,,,,,,,,,,,,,
4471,3.175,16501,460,2666.25,,,,,,,,,,,,,,,
4482,3.186,16519,441.25,2666.25,,,,,,,,,,,,,,,
4493,3.197,16538,430,2666.25,,,,,,,,,,,,,,,
4504,3.208,16538,397.5,2666.25,,,,,,,,,,,,,,,
4515,3.219,16538,475,2666.25,,,,,,,,,,,,,,,
4526,3.23,16538,448.75,2666.25,,,,,,,,,,,,,,,
4537,3.241,16519,430,2666.25,,,,,,,,,,,,,,,
4548,3.252,16519,423.75,2666.25,,,,,,,,,,,,,,,
4559,3.263,16556,416.25,2666.25,,,,,,,,,,,,,,,
4570,3.274,16538,453.75,2666.25,,,,,,,,,,,,,,,
4581,3.285,16538,450,2666.25,,,,,,,,,,,,,,,
4592,3.296,16519,422.5,2666.25,,,,,,,,,,,,,,,
4603,3.307,16483,426.25,2666.25,,,,,,,,,,,,,,,
4614,3.318,16483,452.5,2666.25,,,,,,,,,,,,,,,
4625,3.329,16556,501.25,2666.25,,,,,,,,,,,,,,,
4636,3.34,16538,480,2666.25,,,,,,,,,,,,,,,
4647,3.351,16483,480,2666.25,,,,,,,,,,,,,,,
4658,3.362,16556,405,2666.25,,,,,,,,,,,,,,,
4669,3.373,16465,460,2666.25,,,,,,,,,,,,,,,
4680,3.384,16556,478.75,2666.25,,,,,,,,,,,,,,,
4691,3.395,16483,477.5,2666.25,,,,,,,,,,,,,,,
4702,3.406,16556,466.25,2666.25,,,,,,,,,,,,,,,
4713,3.417,16519,405,2666.25,,,,,,,,,,,,,,,
4724,3.428,16538,485,2666.25,,,,,,,,,,,,,,,
4736,3.44,16592,456.25,2666.25,,,,,,,,,,,,,,,
4747,3.451,16556,451.25,2666.25,,,,,,,,,,,,,,,
4758,3.462,16574,437.5,2666.25,,,,,,,,,,,,,,,
4769,3.473,16592,421.25,2666.25,,,,,,,,,,,,,,,
4780,3.484,16574,433.75,2666.25,,,,,,,,,,,,,,,
4791,3.495,16574,443.75,2666.25,,,,,,,,,,,,,,,
4802,3.506,16574,453.75,2666.25,,,,,,,,,,,,,,,
4813,3.517,16574,438.75,2666.25,,,,,,,,,,,,,,,
4824,3.528,16592,378.75,2666.25,,,,,,,,,,,,,,,
4835,3.539,16574,442.5,2666.25,,,,,,,,,,,,,,,
4846,3.55,16574,490,2666.25,,,,,,,,,,,,,,,
4857,3.561,16574,442.5,2666.25,,,,,,,,,,,,,,,
4868,3.572,16611,456.25,2666.25,,,,,,,,,,,,,,,
4879,3.583,16574,430,2666.25,,,,,,,,,,,,,,,
4890,3.594,16592,428.75,2666.25,,,,,,,,,,,,,,,
4901,3.605,16519,477.5,2666.25,,,,,,,,,,,,,,,
4912,3.616,16592,437.5,2666.25,,,,,,,,,,,,,,,
4923,3.627,16592,422.5,2666.25,,,,,,,,,,,,,,,
4934,3.638,16538,435,2666.25,,,,,,,,,,,,,,,
4945,3.649,16592,457.5,2666.25,,,,,,,,,,,,,,,
4956,3.66,16611,491.25,2666.25,,,,,,,,,,,,,,,
4967,3.671,16592,475,2666.25,,,,,,,,,,,,,,,
4978,3.682,16611,412.5,2666.25,,,,,,,,,,,,,,,
4989,3.693,16648,420,2666.25,,,,,,,,,,,,,,,
5000,3.704,16611,488.75,2666.25,,,,,,,,,,,,,,,
5011,3.715,16611,476.25,2666.25,,,,,,,,,,,,,,,
5022,3.726,16611,482.5,2666.25,,,,,,,,,,,,,,,
5033,3.737,16592,416.25,2666.25,,,,,,,,,,,,,,,
5044,3.748,16556,417.5,2666.25,,,,,,,,,,,,,,,
5055,3.759,16629,442.5,2666.25,,,,,,,,,,,,,,,
5066,3.77,16611,406.25,2666.25,,,,,,,,,,,,,,,
5078,3.782,16501,450,2666.25,,,,,,,,,,,,,,,
5089,3.793,16556,420,2666.25,,,,,,,,,,,,,,,
5100,3.804,16629,478.75,2666.25,,,,,,,,,,,,,,,
5111,3.815,16574,455,2666.25,,,,,,,,,,,,,,,
5122,3.826,16611,452.5,2666.25,,,,,,,,,,,,,,,
5133,3.837,16629,465,2666.25,,,,,,,,,,,,,,,
5144,3.848,16629,487.5,2666.25,,,,,,,,,,,,,,,
5155,3.859,16611,505,2666.25,,,,,,,,,,,,,,,
5166,3.87,16592,477.5,2666.25,,,,,,,,,,,,,,,
5177,3.881,16648,445,2666.25,,,,,,,,,,,,,,,
5188,3.892,16629,461.25,2666.25,,,,,,,,,,,,,,,
5199,3.903,16629,438.75,2666.25,,,,,,,,,,,,,,,
5210,3.914,16629,452.5,2666.25,,,,,,,,,,,,,,,
5221,3.925,16629,502.5,2666.25,,,,,,,,,,,,,,,
5232,3.936,16648,417.5,2666.25,,,,,,,,,,,,,,,
5243,3.947,16629,451.25,2666.25,,,,,,,,,,,,,,,
5254,3.958,16592,451.25,2666.25,,,,,,,,,,,,,,,
5265,3.969,16648,443.75,2666.25,,,,,,,,,,,,,,,
5276,3.98,16538,421.25,2666.25,,,,,,,,,,,,,,,
5287,3.991,16556,442.5,2666.25,,,,,,,,,,,,,,,
5298,4.002,16648,446.25,2666.25,,,,,,,,,,,,,,,
5309,4.013,16648,483.75,2666.25,,,,,,,,,,,,,,,
5320,4.024,16629,462.5,2666.25,,,,,,,,,,,,,,,
5331,4.035,16629,416.25,2666.25,,,,,,,,,,,,,,,
5342,4.046,16629,486.25,2666.25,,,,,,,,,,,,,,,
5353,4.057,16685,476.25,2666.25,,,,,,,,,,,,,,,
5364,4.068,16629,486.25,2666.25,,,,,,,,,,,,,,,
5376,4.08,16629,433.75,2666.25,,,,,,,,,,,,,,,
5387,4.091,16666,446.25,2666.25,,,,,,,,,,,,,,,
5398,4.102,16629,428.75,2666.25,,,,,,,,,,,,,,,
5409,4.113,16666,456.25,2666.25,,,,,,,,,,,,,,,
5420,4.124,16648,435,2666.25,,,,,,,,,,,,,,,
5431,4.135,16666,430,2666.25,,,,,,,,,,,,,,,
5442,4.146,16629,446.25,2666.25,,,,,,,,,,,,,,,
5453,4.157,16648,477.5,2666.25,,,,,,,,,,,,,,,
5464,4.168,16556,443.75,2666.25,,,,,,,,,,,,,,,
5475,4.179,16685,455,2666.25,,,,,,,,,,,,,,,
5486,4.19,16629,458.75,2666.25,,,,,,,,,,,,,,,
5497,4.201,16648,423.75,2666.25,,,,,,,,,,,,,,,
5508,4.212,16648,465,2666.25,,,,,,,,,,,,,,,
5519,4.223,16556,465,2666.25,,,,,,,,,,,,,,,
5530,4.234,16648,382.5,2666.25,,,,,,,,,,,,,,,
5541,4.245,16685,462.5,2666.25,,,,,,,,,,,,,,,
5552,4.256,16648,433.75,2666.25,,,,,,,,,,,,,,,
5563,4.267,16648,446.25,2666.25,,,,,,,,,,,,,,,
5574,4.278,16666,425,2666.25,,,,,,,,,,,,,,,
5585,4.289,16666,393.75,2666.25,,,,,,,,,,,,,,,
5596,4.3,16685,422.5,2666.25,,,,,,,,,,,,,,,
5607,4.311,16666,435,2666.25,,,,,,,,,,,,,,,
5618,4.322,16666,467.5,2666.25,,,,,,,,,,,,,,,
5629,4.333,16666,403.75,2666.25,,,,,,,,,,,,,,,
5640,4.344,16685,433.75,2666.25,,,,,,,,,,,,,,,
5651,4.355,16648,485,2666.25,,,,,,,,,,,,,,,
5662,4.366,16666,497.5,2666.25,,,,,,,,,,,,,,,
5673,4.377,16648,466.25,2666.25,,,,,,,,,,,,,,,
5684,4.388,16666,396.25,2666.25,,,,,,,,,,,,,,,
5695,4.399,16666,485,2666.25,,,,,,,,,,,,,,,
5706,4.41,16741,466.25,2666.25,,,,,,,,,,,,,,,
5718,4.422,16685,482.5,2666.25,,,,,,,,,,,,,,,
5729,4.433,16648,476.25,2666.25,,,,,,,,,,,,,,,
5740,4.444,16703,446.25,2666.25,,,,,,,,,,,,,,,
5751,4.455,16685,481.25,2666.25,,,,,,,,,,,,,,,
5762,4.466,16685,408.75,2666.25,,,,,,,,,,,,,,,
5773,4.477,16703,440,2666.25,,,,,,,,,,,,,,,
5784,4.488,16592,435,2666.25,,,,,,,,,,,,,,,
5795,4.499,16666,417.5,2666.25,,,,,,,,,,,,,,,
5806,4.51,16666,475,2666.25,,,,,,,,,,,,,,,
5817,4.521,16648,407.5,2666.25,,,,,,,,,,,,,,,
5828,4.532,16685,472.5,2666.25,,,,,,,,,,,,,,,
5839,4.543,16648,440,2666.25,,,,,,,,,,,,,,,
5850,4.554,16666,480,2666.25,,,,,,,,,,,,,,,
5861,4.565,16629,441.25,2666.25,,,,,,,,,,,,,,,
5872,4.576,16629,420,2666.25,,,,,,,,,,,,,,,
