dafruit INA260 Test
Found INA260 chip
time (ms), rpm, mA, mA max
7719, 21707, 662.50, 4380.00,
7730, 21707, 693.75, 4380.00,
7741, 21739, 866.25, 4380.00,
7752, 21897, 641.25, 4380.00,
7763, 21707, 727.50, 4380.00,
7774, 21676, 732.50, 4380.00,
7785, 21645, 713.75, 4380.00,
7796, 21676, 743.75, 4380.00,
7808, 21707, 533.75, 4380.00,
7819, 21739, 591.25, 4380.00,
7830, 21770, 705.00, 4380.00,
7841, 21645, 733.75, 4380.00,
7852, 21739, 708.75, 4380.00,
7863, 21707, 703.75, 4380.00,
7874, 21707, 710.00, 4380.00,
7885, 21676, 733.75, 4380.00,
7896, 21707, 605.00, 4380.00,
7907, 21676, 631.25, 4380.00,
7918, 21676, 685.00, 4380.00,
7929, 21770, 740.00, 4380.00,
7940, 21645, 718.75, 4380.00,
7951, 21707, 707.50, 4380.00,
7962, 21676, 785.00, 4380.00,
7973, 21613, 778.75, 4380.00,
7984, 21739, 720.00, 4380.00,
7995, 21613, 641.25, 4380.00,
8006, 21645, 581.25, 4380.00,
8017, 21676, 711.25, 4380.00,
8028, 21707, 705.00, 4380.00,
8039, 21707, 587.50, 4380.00,
8050, 21551, 633.75, 4380.00,
8061, 21834, 613.75, 4380.00,
8072, 21770, 682.50, 4380.00,
8083, 21739, 707.50, 4380.00,
8094, 21707, 611.25, 4380.00,
8105, 21613, 731.25, 4380.00,
8116, 21645, 618.75, 4380.00,
8127, 21676, 643.75, 4380.00,
8138, 21551, 597.50, 4380.00,
8150, 21582, 616.25, 4380.00,
8161, 21582, 667.50, 4380.00,
8172, 21676, 630.00, 4380.00,
8183, 21645, 670.00, 4380.00,
8194, 21645, 657.50, 4380.00,
8205, 21645, 791.25, 4380.00,
8216, 21582, 696.25, 4380.00,
8227, 21707, 678.75, 4380.00,
8238, 21676, 623.75, 4380.00,
8249, 21582, 622.50, 4380.00,
8260, 21645, 630.00, 4380.00,
8271, 21676, 643.75, 4380.00,
8282, 21676, 696.25, 4380.00,
8293, 21770, 657.50, 4380.00,
8304, 21676, 712.50, 4380.00,
8315, 21707, 576.25, 4380.00,
8326, 21645, 713.75, 4380.00,
8337, 21707, 716.25, 4380.00,
8348, 21739, 658.75, 4380.00,
8359, 21707, 616.25, 4380.00,
