time (ms), rpm, mA, mA max
13490, 5287, 0.00, 4416.25,
13502, 5261, 0.00, 4416.25,
13513, 5217, 0.00, 4416.25,
13524, 5195, 0.00, 4416.25,
13536, 5149, 0.00, 4416.25,
13548, 5117, 0.00, 4416.25,
13559, 5084, 0.00, 4416.25,
13572, 5052, 0.00, 4416.25,
13584, 5020, 0.00, 4416.25,
13595, 4980, 0.00, 4416.25,
13607, 4939, 0.00, 4416.25,
13620, 4916, 0.00, 4416.25,
13632, 4916, 0.00, 4416.25,
13644, 4838, 0.00, 4416.25,
13657, 4809, 0.00, 4416.25,
13670, 4761, 0.00, 4416.25,
13682, 4733, 0.00, 4416.25,
13694, 4733, 0.00, 4416.25,
13705, 4696, 0.00, 4416.25,
13716, 4655, 0.00, 4416.25,
13727, 4619, 0.00, 4416.25,
13739, 4580, 0.00, 4416.25,
13750, 4545, 0.00, 4416.25,
13761, 4511, 0.00, 4416.25,
13773, 4474, 0.00, 4416.25,
13784, 4474, 0.00, 4416.25,
13795, 4428, 0.00, 4416.25,
13806, 4397, 0.00, 4416.25,
13817, 4363, 0.00, 4416.25,
13829, 4316, 0.00, 4416.25,
13843, 4283, 0.00, 4416.25,
13857, 4242, 0.00, 4416.25,
13872, 4200, 0.00, 4416.25,
13885, 4200, 0.00, 4416.25,
13900, 4123, 0.00, 4416.25,
13915, 4081, 0.00, 4416.25,
13930, 4047, 0.00, 4416.25,
13945, 4005, 0.00, 4416.25,
13960, 3960, 0.00, 4416.25,
13975, 3921, 0.00, 4416.25,
13990, 3883, 0.00, 4416.25,
14007, 3836, 0.00, 4416.25,
14022, 3800, 0.00, 4416.25,
14038, 3755, 0.00, 4416.25,
14055, 3710, 0.00, 4416.25,
14070, 3674, 0.00, 4416.25,
14087, 3624, 0.00, 4416.25,
14104, 3582, 0.00, 4416.25,
14121, 3539, 0.00, 4416.25,
14138, 3498, 0.00, 4416.25,
14155, 3448, 0.00, 4416.25,
14173, 3404, 0.00, 4416.25,
14191, 3360, 0.00, 4416.25,
14209, 3310, 0.00, 4416.25,
14227, 3265, 0.00, 4416.25,
14245, 3221, 0.00, 4416.25,
14256, 3221, 0.00, 4416.25,
14267, 3169, 0.00, 4416.25,
14284, 3125, 0.00, 4416.25,
14304, 3076, 0.00, 4416.25,
14323, 3025, 0.00, 4416.25,
14344, 2978, 0.00, 4416.25,
14364, 2925, 0.00, 4416.25,
14385, 2925, 0.00, 4416.25,
14406, 2823, 0.00, 4416.25,
14428, 2771, 0.00, 4416.25,
14449, 2720, 0.00, 4416.25,
14473, 2661, 0.00, 4416.25,
14495, 2611, 0.00, 4416.25,
14519, 2553, 0.00, 4416.25,
14542, 2494, 0.00, 4416.25,
14553, 2494, 0.00, 4416.25,
14568, 2439, 0.00, 4416.25,
14593, 2378, 0.00, 4416.25,
14619, 2320, 0.00, 4416.25,
14646, 2257, 0.00, 4416.25,
14672, 2195, 0.00, 4416.25,
14701, 2133, 0.00, 4416.25,
14730, 2063, 0.00, 4416.25,
14759, 1998, 0.00, 4416.25,
14790, 1929, 0.00, 4416.25,
14823, 1857, 0.00, 4416.25,
14857, 1784, 0.00, 4416.25,
14892, 1705, 0.00, 4416.25,
14928, 1627, 0.00, 4416.25,
14939, 1627, 0.00, 4416.25,
14967, 1544, 0.00, 4416.25,
14978, 1544, 0.00, 4416.25,
15008, 1457, 0.00, 4416.25,
15019, 1457, 0.00, 4416.25,
15052, 1365, 0.00, 4416.25,
15063, 1365, 0.00, 4416.25,
15100, 1267, 0.00, 4416.25,
15152, 1162, 0.00, 4416.25,
15209, 1045, 0.00, 4416.25,
15275, 918, 0.00, 4416.25,
15352, 768, 0.00, 4416.25,
15456, 581, 0.00, 4416.25,
